Romaji,Kanji,,
Sumitani,角谷,,
Kanbe,神戶,,
Shintani,新谷,,
Sogo,十河,,
Tsunoda,角田,,
Sannomiya,三宮,,
Saegusa,三枝,,
Kozuki,上月,,
Niu,丹生,,
Futaki,二木,,
Nobuta,信田,,
Izumi,出水,,
Tsuburaya,圓谷,,
Azumi,安積,,
Samukawa,寒川,,
Kotani,小谷,,
Onoue,尾上,,
Shinjo,新城,,
Hayata,早田,,
Iketani,池谷,,
Aburaya,油谷,,
Kumagai,熊谷,,
Yoneya,米谷,,
Habara,羽原,,
Mogi,茂木,,
Ibata,茨田,,
Kakui,角井,,
Nukata,額田,,
Tate,館,,
Shioya,鹽谷,,
Shichiri,七里,,
Mantani,万谷,,
Sannohe,三戶,,
Sanpei,三瓶,,
Mita,三田,,
Mitsuya,三矢,,
Mino,三野,,
Kamishiro,上代,,
Uwabo,上保,,
Ueshima,上島,,
Ueishi,上石,,
Uetani,上谷,,
Uesaka,上阪,,
Nakashiro,中城,,
Chuma,中馬,,
Tan,丹,,
Kuge,久下,,
Kuno,久野,,
Futagawa,二川,,
Goto,五島,,
Inoue,井上,,
Shida,信太,,
Ryokado,両角,,
Yashima,八島,,
Idei,出井,,
Idehara,出原,,
Demura,出村,,
Ideta,出田,,
Gyobu,刑部,,
Katsuta,勝田,,
Minamikawa,南川,,
Minamitani,南谷,,
Furuya,古家,,
Furushima,古島,,
Furuya,古谷,,
Yoshikawa,吉川,,
Kogo,向後,,
Kida,喜田,,
Shinomiya,四宮,,
Tsuchida,土田,,
Sotomura,外村,,
Okita,大来,,
Ogami,大神,,
Ofuji,大藤,,
Osumi,大角,,
Omichi,大道,,
Daimon,大門,,
Amatani,天谷,,
Ataka,安宅,,
Anraku,安樂,,
Obara,小原,,
Obi,小尾,,
Kojima,小島,,
Kobinata,小日向,,
Ogo,小河,,
Koji,小路,,
Kosaka,小阪,,
Yamagami,山上,,
Yamaga,山家,,
Yamaya,山谷,,
Sanmon,山門,,
Kishigami,岸上,,
Shimatani,島谷,,
Kawauchi,川內,,
Taira,平,,
Wagatsuma,我妻,,
Sashida,指田,,
Arata,新,,
Niina,新名,,
Shinko,新子,,
Shingu,新宮,,
Araya,新家,,
Araya,新屋,,
Shinyama,新山,,
Araki,新木,,
Shinden,新田,,
Shinya,新納,,
Shinmi,新美,,
Arano,新野,,
Shinzeki,新關,,
Kusaka,日下,,
Hinode,日出,,
Hinata,日向,,
Akita,明田,,
Haruhara,春原,,
Sueta,末田,,
Mototani,本谷,,
Karatani,柄谷,,
Yuzuki,柚木,,
Yanagimoto,柳本,,
Kakigi,柿木,,
Aibara,粟飯原,,
Kiritani,桐谷,,
Takekawa,武川,,
Mizukuchi,水口,,
Unno,海野,,
Asami,淺海,,
Tamaki,玉城,,
Namai,生井,,
Ubukata,生方,,
Toyama,當山,,
Shiraki,白木,,
Shiramizu,白水,,
Shirakami,白神,,
Maki,真木,,
Yahagi,矢作,,
Ishigami,石上,,
Ishitani,石谷,,
Isoya,磯谷,,
Kanzaki,神崎,,
Kamisawa,神澤,,
Kamifuji,神藤,,
Kamibe,神部,,
Kanno,神野,,
Inou,稻生,,
Yanai,箭內,,
Yonehara,米原,,
Yoshikazu,米島,,
Komeda,米田,,
Naya,納谷,,
Hosoki,細木,,
Hosoda,細田,,
Ibaraki,茨木,,
Suga,菅,,
Sugahara,菅原,,
Suda,菅田,,
Sugano,菅野,,
Fujitani,藤谷,,
Nishiumi,西海,,
Yuki,行木,,
Yukue,行方,,
Kinugawa,衣川,,
Kaku,角,,
Kadokura,角倉,,
Sunami,角南,,
Kadoya,角屋,,
Kadono,角野,,
Taniuchi,谷內,,
Tanida,谷田,,
Tanifuji,谷藤,,
Toshima,豐島,,
Sakai,逆井,,
Noro,野路,,
Kanaya,金谷,,
Hariya,針谷,,
Naga,長,,
Nagata,長田,,
Hase,長谷,,
Kadota,門田,,
Sakagami,阪上,,
Amemiya,雨宮,,
Amamori,雨森,,
Katsuki,香月,,
Kouzai,香西,,
Mawatari,馬渡,,
Kashima,鹿島,,
Ichii,一井,,
Ichimiya,一宮,,
Ichiyanagi,一柳,,
Ichinose,一瀨,,
Ban,万,,
Bandai,万代,,
Manno,万野,,
Mitsui,三井,,
Mitsuka,三塚,,
Miyake,三宅,,
Miyama,三山,,
Mikawa,三川,,
Miki,三木,,
Mimoto,三本,,
Mimori,三森,,
Mihashi,三橋,,
Mikado,三角,,
Mitani,三谷,,
Mibe,三部,,
Mima,三間,,
Uenaka,上中,,
Uekubo,上久保,,
Uei,上井,,
Uede,上出,,
Uehara,上原,,
Uechi,上地,,
Uegaki,上垣,,
Ueyama,上山,,
Ueoka,上岡,,
Uekawa,上川,,
Ueki,上木,,
Uemoto,上本,,
Uesugi,上杉,,
Uemura,上村,,
Uematsu,上松,,
Uebayashi,上林,,
Kamijo,上條,,
Uwasawa,上沢,,
Uwasawa,上澤,,
Ueda,上田,,
Uenishi,上西,,
Ueno,上野,,
Uenoyama,上野山,,
Uema,上間,,
Shimonaka,下中,,
Shimoi,下井,,
Shimohara,下原,,
Shimoji,下地,,
Shimoyama,下山,,
Shimojima,下島,,
Shimokawa,下川,,
Shimodaira,下平,,
Shimomura,下村,,
Shimoura,下浦,,
Shimozawa,下澤,,
Shimotani,下谷,,
Shimono,下野,,
Shimosaka,下阪,,
Nakagami,中上,,
Nakauchi,中內,,
Nakade,中出,,
Nakajima,中島,,
Nakahira,中平,,
Nakato,中東,,
Nakajo,中條,,
Nakada,中田,,
Nakafuji,中藤,,
Nakatani,中谷,,
Nakaji,中路,,
Marubashi,丸橋,,
Marutani,丸谷,,
Tange,丹下,,
Tanba,丹波,,
Kuze,久世,,
Kusumi,久住,,
Hisatomi,久富,,
Kuyama,久山,,
Kushima,久島,,
Kuga,久我,,
Hisamoto,久本,,
Kuda,久田,,
Otobe,乙部,,
Nii,二井,,
Ninomiya,二宮,,
Nimura,二村,,
Nikami,二神,, 
Isohata,五十畑,,
Sootome,五月女,,
Iuchi,井內,,
Iguchi,井口,,
Ito,井藤,,
Itani,井谷,,
Iseki,井關,,
Kyotani,京谷,,
Niida,仁井田,,
Nita,仁田,,
Ima,今,,
Imajo,今城,,
Imada,今田,,
Imasato,今里,,
Daita,代田,,
Nidaiira,仁平,,
Konno,今野,,
Nakaya,仲谷,,
Iba,伊庭,,
Iki,伊木,,
Izawa,伊澤,,
Ban,伴,,
Inami,伊波,,
Iseki,伊關,,
Fushiki,伏木,,
Banbayashi,伴林,,
Banno,伴野,,
Sumita,住田,,
Sumitani,住谷,,
Saeki,佐伯,,
Sasa,佐佐,,
Sasaki,佐佐木,,
Sahara,佐原,,
Sada,佐田,,
Yoda,依田,,
Yasui,保井,,
Yasuda,保田,,
Ito,依藤,,
Hoya,保谷,,
Nobuo,信夫,,
Nobukawa,信川,,
Mitsuyama,光山,,
Mitsuda,光田,,
Iriya,入谷,,
Utsumi,內海,,
Yashiro,八代,,
Yao,八尾,,
Kuradani,倉谷,,
Sobajima,傍島,,
Yamaki,八卷,,
Hatta,八田,,
Yasaka,八阪,,
Gushiken,具志堅,,
Deguchi,出口,,
Degawa,出川,,
Yahata,八幡,,
Hyodo,兵頭,,
Kariya,刈谷,,
Beppu,別府,,
Mae,前,,
Maehara,前原,,
Maeyama,前山,,
Soejima,副島,,
Chikaraishi,力石,,
Kaji,加地,,
Kaku,加來,,
Kennoki,劍木,,
Kennoki,劒木,,
Katsu,勝,,
Katsuya,勝谷,,
Katsuno,勝野,,
Kitade,北出,,
Hojo,北條,,
Kitahata,北畑,,
Kitatani,北谷,,
Chiku,千久,,
Chihara,千原,,
Chida,千田,,
Chigusa,千種,,
Chiga,千賀,,
Chino,千野,,
Handa,半田,,
Hanya,半谷,,
Minamikata,南方,,
Minamida,南田,,
Minamihata,南畑,,
Minamisato,南里,,
Minamino,南野,,
Kojo,古城,,
Furumiya,古宮,,
Furuya,古屋,,
Furuyama,古山,,
Furukawa,古川,,
Furuichi,古市,,
Furumura,古村,,
Furubayashi,古林,,
Furumori,古森,,
Furumoto,古本,,
Furukawa,古河,,
Furusawa,古澤,,
Furuse,古瀨,,
Furuta,古田,,
Furuhata,古畑,,
Koto,古藤,,
Furuno,古野,,
Furuseki,古關,,
Migita,右田,,
Goda,合田,,
Yoshihara,吉原,,
Yoshiyama,吉山,,
Yoshida,吉田,,
Yoshitani,吉谷,,
Nada,名田,,
Nagoe,名越,,
Mukai,向,,
Suita,吹田,,
Wake,和氣,,
Kato,嘉藤,,
Shikata,四方,,
Kunisawa,國澤,,
Kunitani,國谷,,
Koyama,向山,,
Mukaishima,向島,,
Mukoda,向田,,
Sudo,周藤,,
Kokubun,國分,,
Sonoda,園田,,
Doi,土井,,
Tsuchikura,土倉,,
Doi,土居,,
Toki,土岐,,
Tsuchikawa,土川,,
Hijikata,土方,,
Tsuchihashi,土橋,,
Tsuchiya,土谷,,
Domon,土門,,
Ariwara,在原,,
Kakiuchi,垣內,,
Jo,城,,
Shiroyama,城山,,
Shirota,城田,,
Shirono,城野,,
Shiroma,城間,,
Horiuchi,堀內,,
Hotta,堀田,,
Tsukada,塚田,,
Kido,城戶,,
Kidokoro,城所,,
Tsukagoshi,塚越,,
Masuko,增子,,
Masutani,增谷,,
Natsuyama,夏山,,
Toyama,外山,,
Togawa,外川,,
O,多,,
Tada,多田,,
Taga,多賀,,
Tagaya,多賀谷,,
Oue,大上,,
Omaru,大丸,,
Oide,大出,,
Omae,大前,,
Yamato,大和,,
Oshiro,大城,,
Oyake,大宅,,
Oie,大家,,
Ohira,大平,,
Oba,大庭,,
Otoku,大德,,
Ohinata,大日向,,
Ohigata,大日方,,
Ohigashi,大東,,
Omatsu,大松,,
Obayashi,大林,,
Oyanagi,大柳,,
Ohashi,大橋,,
Oike,大池,,
Okawara,大河原,,
Dairaku,大樂,,
Ota,大田,,
Otani,大谷,,
Oga,大賀,,
Osako,大迫,,
Onaga,大長,,
Ozeki,大關,,
Oshika,大鹿,,
Oguro,大黑,,
Amakawa,天川,,
Amada,天田,,
Amo,天羽,,
Okude,奧出,,
Okumiya,奧宮,,
Okudaira,奧平,,
Okutani,奧谷,,
Anezaki,姉崎,,
Senoo,妹尾,,
Ugaki,宇垣,,
Utsugi,宇津木,,
Moriya,守谷,,
Abo,安保,,
Yasui,安居,,
Ajima,安島,,
Yasuzawa,安澤,,
Yasufuku,安福,,
Abiru,安蒜,,
Anzai,安西,,
Yasumi,安見,,
Adachi,安達,,
Abe,安部,,
Asato,安里,,
Mune,宗,,
Munakata,宗像,,
Sokawa,宗川,,
Soda,宗田,,
Muroya,室谷,,
Miyauchi,宮內,,
Miyaji,宮地,,
Ieda,家田,,
Shukutani,宿谷,,
Toyama,富山,,
Togashi,富樫,,
Tomitani,富谷,,
Jitsukawa,實川,,
Teramae,寺前,,
Terashima,寺島,,
Terazawa,寺澤,,
Miymae,宮前,,
Teratani,寺谷,,
Konaka,小中,,
Komata,小俁,,
Ogura,小倉,,
Kominami,小南,,
Koguchi,小口,,
Kokuni,小國,,
Kozono,小園,,
Kobori,小堀,,
Kozuka,小塚,,
Komuro,小室,,
Kodera,小寺,,
Koyama,小山,,
Koyamada,小山田,,
Koiwa,小岩,,
Kosakai,小堺,,
Komine,小峰,,
Kozaki,小崎,,
Ogawa,小川,,
Obata,小幡,,
Kodaira,小平,,
Ogata,小形,,
Ogata,小方,,
Kogure,小暮,,
Kosone,小曾根,,
Kogi,小木,,
Kogiso,小木曾,,
Komura,小村,,
Koeda,小枝,,
Koyanagi,小柳,,
Koshiba,小柴,,
Oguri,小栗,,
Kohari,小張,,
Komoriya,小森谷,,
Kobashi,小橋,,
Ogawara,小河原,,
Konuma,小沼,,
Koura,小浦,,
Kobuchi,小淵,,
Kominato,小湊,,
Ozawa,小澤,,
Kohama,小濱,,
Kotaki,小瀧,,
Kose,小瀨,,
Koguma,小熊,,
Oda,小田,,
Odagiri,小田切,,
Odayama,小田山,,
Odajima,小田島,,
Odagawa,小田川,,
Obata,小畑,,
Koishi,小石,,
Komino,小美濃,,
Kosuge,小菅,,
Kofuji,小藤,,
Komiyama,小見山,,
Koyano,小谷野,,
Onuki,小貫,,
Ogoshi,小越,,
Kosakai,小酒井,,
Onose,小野瀨,,
Kobari,小針,,
Kodaka,小高,,
Koguro,小黑,,
Bito,尾藤,,
Yama,山,,
Kotake,小竹,,
Kozeki,小關,,
Koseki,小関,,
Yamai,山井,,
Yamauchi,山內,,
Yamashiro,山城,,
Yamamiya,山宮,,
Yamasaki,山崎,,
Yamahigashi,山東,,
Yamafuji,山藤,,
Yamamichi,山道,,
Okatani,岡谷,,
Iwade,岩出,,
Iwaki,岩城,,
Iwasaki,岩崎,,
Iwahashi,岩橋,,
Iwaya,岩谷,,
Shimabukuro,島袋,,
Kawato,川人,,
Kawahigashi,川東,,
Yamagoshi,山越,,
Kawada,川田,,
Kawanishi,川西,,
Kawatani,川谷,,
Kawamo,川面,,
Ichijima,市島,,
Ichikawa,市河,,
Ichise,市瀨,,
Nunokawa,布川,,
Nunotani,布谷,,
Hoashi,帆足,,
Hiraide,平出,,
Hirakawa,平川,,
Hirabayashi,平林,,
Hirakushi,平櫛,,
Hirata,平田,,
Hiratani,平谷,,
Hirama,平間,,
Koda,幸田,,
Fuchu,府中,,
Hirotani,廣谷,,
Takebe,建部,,
Yuge,弓削,,
Yuba,弓場,,
Oshida,忍田,,
Narushima,成島,,
Narikawa,成川,,
Naruse,成瀨,,
Togami,戶上,,
Totani,戶谷,,
Tosaka,戶阪,,
Ogitani,扇谷,,
Oshitani,押谷,,
Naritomi,成富,,
Tosaki,戶崎,,
Kakegawa,掛川,,
Fumino,文野,,
Niikura,新倉,,
Niihara,新原,,
Shingaki,新垣,,
Niibori,新堀,,
Nii,新居,,
Niikawa,新川,,
Niimoto,新本,,
Niimura,新村,,
Niimi,新見,,
Higurashi,日暮,,
Hioki,日置,,
Saotome,早乙女,,
Hoshitani,星谷,,
Harimoto,播本,,
Kasuga,春日,,
Aizawa,會澤,,
Aida,會田,,
Arishima,有島,,
Arita,有田,,
Kiuchi,木內,,
Kiba,木場,,
Kigure,木暮,,
Kito,木藤,,
Kiya,木谷,,
Sueki,末木,,
Honjo,本城,,
Honda,本多,,
Honda,本田,,
Motomiya,本宮,,
Motomura,本村,,
Honzawa,本澤,,
Motofuji,本藤,,
Kuchiki,朽木,,
Sugitani,杉谷,,
Muratani,村谷,,
Azuma,東,,
Higashihara,東原,,
Higashiguchi,東口,,
Higashiyama,東山,,
Higashikawa,東川,,
Higashimoto,東本,,
Tojo,東條,,
Shoji,東海林,,
Higashida,東田,,
Higashitani,東谷,,
Higashino,東野,,
Matsumae,松前,,
Matsuzaki,松崎,,
Suguri,村主,,
Matsubayashi,松林,,
Matsueda,松枝,,
Matsuhashi,松橋,,
Matsuura,松浦,,
Matsutani,松谷,,
Matsuzaka,松阪,,
Itano,板野,,
Karasawa,柄澤,,
Kashiwabara,柏原,,
Kashiwazaki,柏崎,,
Kashimura,柏村,,
Kashiwatani,柏谷,,
Someya,染谷,,
Yanagi,柳,,
Yanagishita,柳下,,
Yanai,柳井,,
Yanagihara,柳原,,
Yanaginuma,柳沼,,
Yanagitani,柳谷,,
Shibatani,柴谷,,
Yanase,柳瀨,,
Yanagida,柳田,,
Kurimura,栗村,,
Kurisu,栗栖,,
Kurita,栗田,,
Kuritani,栗谷,,
Kurino,栗野,,
Negoro,根來,,
Nemoto,根本,,
Momoi,桃井,,
Kuwabara,桑原,,
Kuwazawa,桑澤,,
Masushima,桝島,,
Masutani,桝谷,,
Oketani,桶谷,,
Umeshima,梅島,,
Umetani,梅谷,,
Kajiwara,梶原,,
Kajitani,梶谷,,
Morifuji,森藤,,
Moritani,森谷,,
Shiiki,椎木,,
Kusunoki,楠,,
Kusunoki,楠木,,
Kusunose,楠瀨,,
Narasaki,楢崎,,
Tsuchitani,槌谷,,
Hiue,樋上,,
Hiwatashi,樋渡,,
Hashitani,橋谷,,
Yokotani,橫谷,,
Sakuraba,櫻庭,,
Gonda,權田,,
Shoda,正田,,
Takeuchi,武內,,
Takeyama,武山,,
Takeichi,武市,,
Mushakoji,武者小路,,
Muto,武藤,,
Taketani,武谷,,
Higa,比嘉,,
Mizukami,水上,,
Morigami,森上,,
Enohara,榎原,,
Toda,樋田,,
Hashigami,橋上,,
Hashitaka,橋高,,
Mizuta,水田,,
Mizutani,水谷,,
Mizukoshi,水越,,
Nagashima,永島,,
Nagatani,永谷,,
Egami,江上,,
Ehara,江原,,
Ezaki,江崎,,
Eda,江田,,
Eto,江藤,,
Egashira,江頭,,
Ikegami,池上,,
Ikeuchi,池內,,
Ikebata,池端,,
Kawakami,河上,,
Kawanami,河南,,
Kawarada,河原田,,
Kawamoto,河本,,
Kouchi,河內,,
Kawahigashi,河東,,
Kawazu,河津,,
Kawada,河田,,
Kawanishi,河西,,
Kawano,河野,,
Aburai,油井,,
Izumikawa,泉川,,
Izumi,泉水,,
Izumitani,泉谷,,
Izumino,泉野,,
Urata,浦田,,
Kaiho,海保,,
Kaieda,海江田,,
Kaizu,海津,,
Kaito,海藤,,
Fukasaku,深作,,
Fukayama,深山,,
Fukaya,深谷,,
Fuchigami,淵上,,
Asatani,淺谷,,
Kiyomiya,清宮,,
Seika,清家,,
Shimizu,清水,,
Hata,波田,,
Kiyosawa,清澤,,
Kiyota,清田,,
Kiyofuji,清藤,,
Kiyono,清野,,
Watai,渡井,,
Watarai,渡會,,
Tokai,渡海,,
Watanabe,渡部,,
Yutani,湯谷,,
Shibuya,澀谷,,
Sawanobori,澤登,,
Hamagami,濱上,,
Hamatani,濱谷,,
Takigami,瀧上,,
Mizokami,溝上,,
Mitsuda,滿田,,
Urushihara,漆原,,
Takiya,瀧谷,,
Seo,瀨尾,,
Seto,瀨藤,,
Seya,瀨谷,,
Sumi,炭,,
Kumaki,熊木,,
Kano,狩野,,
Saruwatari,猿渡,,
Saruta,猿田,,
Sarutani,猿谷,,
Tamari,玉利,,
Tamaki,玉置,,
Tamatani,玉谷,,
Ikushima,生島,,
Ikusawa,生澤,,
Den,田,,
Ubukata,生形,,
Tagami,田上,,
Tahara,田原,,
Tatani,田谷,,
Tabe,田部,,
Tabei,田部井,,
Yui,由井,,
Hatakeyama,畑山,,
Hatada,畑田,,
Shirato,白土,,
Shirao,白尾,,
Hakusan,白山,,
Shirayanagi,白柳,,
Hakuta,白田,,
Shirafuji,白藤,,
Shirasaka,白阪,,
Shirasu,白須,,
Shiratori,白鳥,,
Mashiko,益子,,
Tauchi,田內,,
Azegami,畔上,,
Unesaki,畦崎,,
Aida,相田,,
Sanada,真田,,
Yanai,矢內,,
Yagawa,矢川,,
Yafuji,矢藤,,
Chiku,知久,,
Ishizaki,石崎,,
Ishito,石戶,,
Ishikawa,石河,,
Ishiwata,石渡,,
Jin,神,,
Kamiyoshi,神吉,,
Kamiyama,神山,,
Shinmei,神明,,
Kamibayashi,神林,,
Kanda,神田,,
Kamiya,神谷,,
Fuke,福家,,
Fukutani,福谷,,
Akita,秋田,,
Akitani,秋谷,,
Hata,秦,,
Hieda,稗田,,
Taneda,種田,,
Inai,稻井,,
Inatomi,稻富,,
Jinbo,神保,,
Kanbaru,神原,,
Kamizu,神津,,
Akiba,秋庭,,
Inaki,稻木,,
Inamura,稻村,,
Inatsu,稻津,,
Inatani,稻谷,,
Sekita,積田,,
Tateyama,立山,,
Tateoka,立岡,,
Tachimi,立見,,
Tatsuno,立野,,
Takegami,竹上,,
Takeuchi,竹內,,
Takezaki,竹崎,,
Taketani,竹谷,,
Takekoshi,竹越,,
Kasatani,笠谷,,
Sasatani,笹谷,,
Tsukushi,筑紫,,
Tsutsui,筒井,,
Kakei,筧,,
Hakoda,箱田,,
Tsukiyama,築山,,
Shino,篠,,
Komei,米井,,
Tateri,立入,,
Yonekura,米倉,,
Yoneyama,米山,,
Yoneoka,米岡,,
Yonezaki,米崎,,
Yonekawa,米川,,
Yonemoto,米本,,
Yonemura,米村,,
Yonezu,米津,,
Yonezawa,米澤,,
Kasuya,糟谷,,
Kihira,紀平,,
Notomi,納富,,
Kamitani,紙谷,,
Hosoyama,細山,,
Hosoe,細江,,
Hosoya,細谷,,
Kontani,紺谷,,
Tsunashima,綱島,,
Ajiro,網代,,
Amitani,網谷,,
Watatani,綿谷,,
Ogata,緒方,,
Oda,織田,,
Kogawa,粉川,,
Hayama,羽山,,
Ugo,羽後,,
Habashi,羽橋,,
Habuka,羽深,,
Hanyu,羽生,,
Hada,羽田,,
Hatano,羽田野,,
Haneishi,羽石,,
Haga,羽賀,,
Hida,肥田,,
Nomura,能村,,
Nomi,能美,,
Wakitani,脇谷,,
Wakisaka,脇阪,,
Okitsu,興津,,
Funabashi,舟橋,,
Funatsu,船津,,
Hanabatake,花畑,,
Hanatani,花谷,,
Haga,芳賀,,
Kayano,茅野,,
Chatani,茶谷,,
Arata,荒田,,
Arafune,荒船,,
Aratani,荒谷,,
Ogiwara,荻原,,
Sho,莊,,
Sugai,菅井,,
Suganuma,菅沼,,
Suganami,菅波,,
Sugaya,菅谷,,
Kikuchi,菊池,,
Kikutani,菊谷,,
Hishikari,菱刈,,
Hishitani,菱谷,,
Hagiwara,萩原,,
Hagitani,萩谷,,
Kuzuhara,葛原,,
Kamata,蒲田,,
Kabuki,蕪木,,
Susukida,薄田,,
Waratani,藁谷,,
Fuji,藤,,
Nozawa,能澤,,
Wakai,若生,,
Mobara,茂原,,
Chinone,茅根,,
Sugasawa,菅澤,,
Sugo,菅生,,
Fujiwara,藤原,,
Fujishiro,藤城,,
Todo,藤堂,,
Fujisaki,藤崎,,
Fujihira,藤平,,
Fujiki,藤木,,
Fujio,藤生,,
Fujino,藤野,,
Fujima,藤間,,
Ashitani,蘆谷,,
Hachiya,蜂谷,,
Ninagawa,蜷川,,
Nishigami,西上,,
Nishihara,西原,,
Nishimiya,西宮,,
Nishikawa,西川,,
Nishikawa,西河,,
Nishizawa,西澤,,
Nishifuji,西藤,,
Nishitani,西谷,,
Nishisaka,西阪,,
Kadokawa,角川,,
Shitara,設樂,,
Honda,譽田,,
Tanigami,谷上,,
Taninaka,谷中,,
Tanihara,谷原,,
Taniguchi,谷口,,
Tanishima,谷島,,
Tanikawa,谷川,,
Tanimura,谷村,,
Yatsu,谷津,,
Tanizawa,谷澤,,
Tanibe,谷部,,
Tanino,谷野,,
Toyoyama,豐山,,
Toyosawa,豐澤,,
Ihara,豬原,,
Ikuma,豬熊,,
Kaihara,貝原,,
Zaitsu,財津,,
Takarabe,財部,,
Kida,貴田,,
Akagi,赤城,,
Akasaki,赤崎,,
Akaboshi,赤星,,
Akagi,赤木,,
Akahashi,赤橋,,
Akada,赤田,,
Koshikawa,越川,,
Koshida,越田,,
Adachi,足立,,
Chikada,近田,,
Chikano,近野,,
Sako,迫,,
Sakoda,迫田,,
Hayami,速水,,
Henmi,逸見,,
Doke,道家,,
Toda,遠田,,
Gunji,郡司,,
Sakata,酒田,,
Nomiya,野宮,,
Nozu,野津,,
Nosaka,野阪,,
Nanami,那波,,
